Hydrology 2,Water Chemistry,Treatment,Rep,Depth,Date,ClppmmgL,SO4mgL,NH4mgL,NO3NmgL,PO4mgL,NPOCmg/L,TNmgL,BrmgL,DIN (mg/L),DON (mg/L)
Drought,ASW,BD,2,5cm,11/30/10,2604.18908,200.341548,1.28491891,12.7951779,0.00644724,24.59,13.06,0.40307135,14.0800969,-1.0200969
Drought,ASW,BD,3,5cm,11/30/10,2836.42559,328.643009,12.470225,0.0005,0.00645639,36.78,11.12,0.77584119,12.470725,-1.350725
Flooded,ASW,BF,1,15cm,8/24/10,6.1541398,21.0147091,0.707,0.05951245,0.0025,69.09,2.606174,0.11898753,0.76651245,1.83966155
Flooded,ASW,BF,2,15cm,8/24/10,2.02075259,8.92051363,0.35,0.05739006,0.0025,57.09,1.784276,0.09257446,0.40739006,1.37688594
Flooded,ASW,BF,3,15cm,8/24/10,3.54628597,17.3663718,0.429,0.07670791,0.0065592,81.16,2.701808,0.08775562,0.50570791,2.19610009
Flooded,ASW,BF,4,15cm,8/24/10,5.29091889,23.99408,0.437,0.32020171,0.0073032,64.03,2.754476,0.09669898,0.75720171,1.99727429
Flooded,ASW,BF,5,15cm,8/24/10,10.6467963,26.2712878,,24.2273592,,,,0.07930068,,
Flooded,ASW,BF,1,15cm,8/31/10,554.54338,68.3771239,2.92653768,0.31362198,0.0025,35.1,3.816845,1.72065448,3.24015966,0.57668534
Flooded,ASW,BF,2,15cm,8/31/10,454.826346,60.8953437,1.99527445,0.20083558,0.0025,41.13,3.355307,1.55368734,2.19611003,1.15919697
Flooded,ASW,BF,3,15cm,8/31/10,81.3087225,10.2699891,1.52192766,0.05301707,0.0025,50.23,2.89169,0.33952679,1.57494474,1.31674526
Flooded,ASW,BF,4,15cm,8/31/10,623.804283,72.0528275,1.87386916,0.31895256,0.0025,36.6,2.893076,2.20263852,2.19282172,0.70025428
Flooded,ASW,BF,5,15cm,8/31/10,33.2161154,25.4856923,0.0417418,36.4550223,0.0025,26.62,38.58119,0.0780989,36.4967641,2.08442586
Flooded,ASW,BF,1,15cm,9/7/10,619.774273,63.9513203,5.91428594,0.3989162,0.0025,41.64,8.402,3.75936817,6.31320215,2.08879785
Flooded,ASW,BF,2,15cm,9/7/10,892.59334,46.3680347,6.65458551,0.41289875,0.0025,25.95,10,4.26291827,7.06748427,2.93251573
Flooded,ASW,BF,3,15cm,9/7/10,721.167375,11.8599805,5.47541978,0.39570938,0.0025,49.58,9.134,3.87646001,5.87112915,3.26287085
Flooded,ASW,BF,4,15cm,9/7/10,938.321323,102.140631,4.43264288,0.39774314,0.00600238,27.02,5.374,4.27334637,4.83038602,0.54361398
Flooded,ASW,BF,5,15cm,9/7/10,229.793893,52.35504,0.15118527,29.0833914,0.0025,29.64,46.87,2.3505718,29.2345766,17.6354234
Flooded,ASW,BF,1,15cm,9/14/10,1440.63615,140.334918,10.1224331,0.25910735,0.00635049,29.35,11.4551,5.22318955,10.3815404,1.07355956
Flooded,ASW,BF,2,15cm,9/14/10,2177.79989,219.522346,8.03225899,1.55042545,0.0025,18.79,8.72378,8.83858233,9.58268444,-0.8589044
Flooded,ASW,BF,3,15cm,9/14/10,980.656646,45.9007905,8.03155209,0.16636935,0.00549502,31.11,9.42628,3.53227466,8.19792144,1.22835856
Flooded,ASW,BF,4,15cm,9/14/10,1022.71174,99.9112032,6.48022392,0.62042433,0.00672197,24.71,7.05464,3.86582032,7.10064825,-0.0460082
Flooded,ASW,BF,5,15cm,9/14/10,571.410238,238.518598,4.564608,2.52424539,0.0025,23.71,7.841,0.005,7.08885339,0.75214661
Flooded,ASW,BF,1,15cm,9/21/10,2613.24828,743.890228,8.4145824,38.3403911,0.00740537,19.29095,9.04974,21.6331488,46.7549735,-37.705234
Flooded,ASW,BF,2,15cm,9/21/10,2829.57017,229.007625,8.36908,1.26120246,0.00788776,15.75,8.17,15.2624933,9.63028246,-1.4602825
Flooded,ASW,BF,3,15cm,9/21/10,1097.73582,18.7874369,10.70008,0.34107035,0.0025,32.37,12.8,5.31606438,11.0411504,1.75884965
Flooded,ASW,BF,4,15cm,9/21/10,1212.59504,84.8877984,8.25822,0.45605442,0.00504431,26.56,9.283,6.36746245,8.71427442,0.56872558
Flooded,ASW,BF,5,15cm,9/21/10,534.418402,63.3782298,0.82034565,20.5185386,0.0025,23.64,19.03,0.005,21.3388842,-2.3088842
Flooded,ASW,BF,1,15cm,10/5/10,2413.49036,128.542283,18.2808065,0.0005,0.00765901,23.71,19.75,2.47359429,18.2813065,1.46869355
Flooded,ASW,BF,2,15cm,10/5/10,2874.52596,293.21887,7.52515452,0.0005,0.00547144,16.72,8.207,3.33534602,7.52565452,0.68134548
Flooded,ASW,BF,3,15cm,10/5/10,1784.39339,24.7577469,17.6625923,0.0005,0.00949611,33.56,20.58,1.94235369,17.6630923,2.91690774
Flooded,ASW,BF,4,15cm,10/5/10,1502.28193,66.9227083,13.0660439,0.0005,0.00883793,33.105,16.92,1.71814981,13.0665439,3.85345613
Flooded,ASW,BF,5,15cm,10/5/10,655.628905,71.5913753,0.01547546,40.0916435,0.00689828,27.48,40.08,0.005,40.107119,-0.027119
Flooded,ASW,BF,1,15cm,10/19/10,2573.88926,85.4227457,26.3649033,0.10326372,0.0153648,37.19,25.93,6.91401437,26.4681671,-0.5381671
Flooded,ASW,BF,2,15cm,10/19/10,3038.14649,218.101973,8.94758333,0.14801519,0.0058805,20.43,9.052,8.27379809,9.09559853,-0.0435985
Flooded,ASW,BF,3,15cm,10/19/10,2609.87233,10.3248504,18.2460417,0.08808845,0.0097858,29.54,17.94,6.93561985,18.3341301,-0.3941301
Flooded,ASW,BF,4,15cm,10/19/10,1854.86361,36.2121952,17.5957875,0.07898328,0.01408095,29.63,19.87,5.34121005,17.6747708,2.19522922
Flooded,ASW,BF,5,15cm,10/19/10,960.43547,79.5697109,0.15514673,49.1529507,0.01582434,27.3,56.96,0.005,49.3080974,7.65190259
Flooded,ASW,BF,1,15cm,11/2/10,2701.25901,64.6295658,28.166581,0.0005,0.00723582,32.76,21.84,1.63563276,28.167081,-6.327081
Flooded,ASW,BF,2,15cm,11/2/10,2929.60892,304.177217,4.10266326,0.0005,0.00743507,17.72,4.069,0.005,4.10316326,-0.0341633
Flooded,ASW,BF,3,15cm,11/2/10,2670.49594,5.88479547,13.3597739,0.0005,0.0103741,30.32,11.06,3.93438614,13.3602739,-2.3002739
Flooded,ASW,BF,4,15cm,11/2/10,1914.21401,74.568695,,0.0005,,,,0.005,,
Flooded,ASW,BF,5,15cm,11/2/10,1123.17422,100.644658,0.8921549,65.8350543,0.00383343,26.72,76,0.005,66.7272092,9.27279076
Flooded,ASW,BF,1,15cm,11/16/10,3190.27353,117.84867,30.0562073,0.07663135,0.00758886,29.22,34.6,6.19640508,30.1328386,4.46716138
Flooded,ASW,BF,2,15cm,11/16/10,3026.03085,275.653003,4.027309,0.07015481,0.00815108,29.875,6.04,6.22379319,4.09746381,1.94253619
Flooded,ASW,BF,3,15cm,11/16/10,2917.13554,5.58238438,7.72644822,0.10656195,0.00941875,25.94,8.709,6.08341232,7.83301017,0.87598983
Flooded,ASW,BF,4,15cm,11/16/10,2492.16304,61.3801656,24.4921937,0.04152432,0.00901582,27.93,18.92,5.22343216,24.533718,-5.613718
Flooded,ASW,BF,5,15cm,11/16/10,1574.93961,164.419833,2.39422401,89.2710463,0.01760256,32.24,92.42,0.005,91.6652703,0.75472967
Flooded,ASW,BF,1,15cm,11/30/10,3055.55336,135.562653,56.72608,0.0005,0.00603071,28.2,30.93,2.70164923,56.72658,-25.79658
Flooded,ASW,BF,2,15cm,11/30/10,2860.80395,316.999216,3.84993029,0.0005,0.00697521,13.8,3.447,1.33892968,3.85043029,-0.4034303
Flooded,ASW,BF,3,15cm,11/30/10,2713.97261,10.115738,7.977929,0.0005,0.00490213,24.38,6.885,2.97101751,7.978429,-1.093429
Flooded,ASW,BF,4,15cm,11/30/10,2424.4659,55.86895,26.47428,0.0005,0.00644906,31.36098,21.3,2.49460949,26.47478,-5.17478
Flooded,ASW,BF,5,15cm,11/30/10,1599.30913,168.252726,8.97692188,82.2118324,0.01648335,33.24468,97.76,0.005,91.1887542,6.57124576
Flooded,ASW,BF,1,25cm,8/24/10,4.53993056,10.6228284,0.406,0.05655525,0.00533904,53.08,1.832093,0.1005314,0.46255525,1.36953775
Flooded,ASW,BF,2,25cm,8/24/10,3.08941368,11.2402638,0.344,0.0456108,0.0025,43.09,1.473119,0.08635724,0.3896108,1.0835082
Flooded,ASW,BF,3,25cm,8/24/10,1.97190695,3.61205155,0.0855,0.04554722,0.0025,35.69,1.067021,0.08126831,0.13104722,0.93597378
Flooded,ASW,BF,4,25cm,8/24/10,4.22942622,15.2136392,,0.0236163,,90.46,3.123845,0.10134936,,
Flooded,ASW,BF,5,25cm,8/24/10,4.57950937,17.7999171,0.0025,8.96811418,0.0025,31.73,10.67408,0.005,8.97061418,1.70346582
Flooded,ASW,BF,1,25cm,8/31/10,6.73390969,3.45176354,0.68574339,0.02357263,0.0025,59.97,2.15018,0.08003285,0.70931601,1.44086399
Flooded,ASW,BF,2,25cm,8/31/10,139.52534,15.3726194,1.34014501,0.04890278,0.0025,29.4,2.516084,0.44957732,1.38904779,1.12703621
Flooded,ASW,BF,3,25cm,8/31/10,954.245147,106.754307,1.24417136,1.17314329,0.0025,18.6,2.215322,9.74650319,2.41731465,-0.2019927
Flooded,ASW,BF,4,25cm,8/31/10,5.36477418,3.80466509,1.33370164,0.01119693,0.0059939,91.99,3.475196,0.07012705,1.34489857,2.13029743
Flooded,ASW,BF,5,25cm,8/31/10,34.2961527,17.8120522,0.05243916,14.4050519,0.0025,24.45,15.44192,0.08826216,14.4574911,0.98442894
Flooded,ASW,BF,1,25cm,9/7/10,46.9460278,12.2697283,1.54150175,0.3987989,0.0025,33.53,2.578,2.58418984,1.94030065,0.63769935
Flooded,ASW,BF,2,25cm,9/7/10,719.175527,27.6725683,4.84107404,0.39355491,0.0025,20.93,6.189,3.99838251,5.23462895,0.95437105
Flooded,ASW,BF,3,25cm,9/7/10,1277.13047,146.336604,3.46589989,0.39320809,0.0025,25.79,5.559,5.00170268,3.85910798,1.69989202
Flooded,ASW,BF,4,25cm,9/7/10,20.5317156,15.8826897,1.99361194,0.39762583,0.0025,93.23,4.979,2.38356568,2.39123777,2.58776223
Flooded,ASW,BF,5,25cm,9/7/10,935.303591,104.934555,5.21801963,11.7652499,0.0025,23.03,21.83,2.88732416,16.9832695,4.84673045
Flooded,ASW,BF,1,25cm,9/14/10,328.519362,10.765134,4.770268,0.05349222,0.0025,21.81,6.465591,1.33138664,4.82376022,1.64183078
Flooded,ASW,BF,2,25cm,9/14/10,1779.51465,127.396717,8.03180288,0.26359983,0.0025,21.84,9.0666,6.18350812,8.29540271,0.77119729
Flooded,ASW,BF,3,25cm,9/14/10,1093.67581,37.5637562,6.224868,0.16201031,0.0025,27.8861,8.6299248,3.78068441,6.38687831,2.24304649
Flooded,ASW,BF,4,25cm,9/14/10,137.338803,2.71428539,4.408248,0.52648468,0.0025,39.05,5.477106,0.57631944,4.93473268,0.54237332
Flooded,ASW,BF,5,25cm,9/14/10,1390.85678,102.183376,10.6674849,0.47420296,0.0025,22.68,12.21,2.27759783,11.1416879,1.06831214
Flooded,ASW,BF,1,25cm,9/21/10,772.045831,31.1322869,8.57538,0.47603833,0.0025,17.98,9.337,4.29783565,9.05141833,0.28558167
Flooded,ASW,BF,2,25cm,9/21/10,2159.66399,92.1770193,10.19248,0.8414294,0.00513567,24.91,11.33,11.7471402,11.0339094,0.2960906
Flooded,ASW,BF,3,25cm,9/21/10,1263.37536,20.450341,9.02068,0.44110978,0.0025,22.11,10.14,6.53285054,9.46178978,0.67821022
Flooded,ASW,BF,4,25cm,9/21/10,403.177449,23.7323923,7.7011506,0.17014513,0.0025,30.94,8.204,2.38488298,7.87129573,0.33270427
Flooded,ASW,BF,5,25cm,9/21/10,1206.9044,35.2885668,12.3935994,2.24181321,0.0025,18.76,14.86,3.85229924,14.6354126,0.22458739
Flooded,ASW,BF,1,25cm,10/5/10,1122.49946,23.0955719,17.7815819,0.0005,0.00707434,20.84,19.77,1.37040067,17.7820819,1.98791806
Flooded,ASW,BF,2,25cm,10/5/10,2666.53737,64.4580186,13.8478516,0.0005,0.00699173,30.11,14.71,3.38182435,13.8483516,0.86164839
Flooded,ASW,BF,3,25cm,10/5/10,1763.9569,20.9295115,17.0007206,0.0005,0.00926878,28.62,16.42,1.80583888,17.0012206,-0.5812206
Flooded,ASW,BF,4,25cm,10/5/10,848.340802,26.4682139,14.117,0.0005,0.00719703,28.63,15.86,0.94644203,14.1175,1.7425
Flooded,ASW,BF,5,25cm,10/5/10,817.404597,33.8280413,12.1958052,8.09206793,0.00240723,28.63,22.74,0.005,20.2878731,2.45212691
Flooded,ASW,BF,1,25cm,10/19/10,1411.8853,9.31357172,35.0600419,0.05431124,0.0093076,43.05,33.46,3.98752045,35.1143531,-1.6543531
Flooded,ASW,BF,2,25cm,10/19/10,3011.09294,41.398312,14.7497396,0.17089892,0.0097061,26.53,14.6,8.47854403,14.9206385,-0.3206385
Flooded,ASW,BF,3,25cm,10/19/10,2655.19411,13.6625524,22.3334217,0.08505339,0.01515486,49.88,21.98,7.01100567,22.4184751,-0.4384751
Flooded,ASW,BF,4,25cm,10/19/10,1390.51165,7.77137013,23.9852252,0.0005,0.01047054,34.03,24.32,3.40243699,23.9857252,0.33427481
Flooded,ASW,BF,5,25cm,10/19/10,792.67643,19.5688577,15.1369136,13.5637803,0.00829269,32.04,28.62,0.005,28.7006939,-0.0806939
Flooded,ASW,BF,1,25cm,11/2/10,1689.71721,13.5680176,40.0445455,0.0005,0.00811753,53.14,31.88,0.005,40.0450455,-8.1650455
Flooded,ASW,BF,2,25cm,11/2/10,2996.86964,179.34344,6.14347826,0.0005,0.00839038,24.01,6.751,1.97589167,6.14397826,0.60702174
Flooded,ASW,BF,3,25cm,11/2/10,3341.10054,3.5254108,14.117898,0.0005,0.00829274,34.6,11.04,5.97446282,14.118398,-3.078398
Flooded,ASW,BF,4,25cm,11/2/10,1787.62586,24.3812841,23.2959172,0.0005,0.00545656,,,0.005,23.2964172,
Flooded,ASW,BF,5,25cm,11/2/10,833.34264,28.3585354,17.8714167,18.0472874,0.00294533,26.19,28.81,0.005,35.9187041,-7.1087041
Flooded,ASW,BF,1,25cm,11/16/10,2596.30394,6.08794627,45.8758117,0.03561876,0.01196522,85.65,56.275,7.39023138,45.9114305,10.3635695
Flooded,ASW,BF,2,25cm,11/16/10,3084.2221,168.563717,6.78193715,0.07980703,0.0025,31.775,8.095,6.39161297,6.86174418,1.23325582
Flooded,ASW,BF,3,25cm,11/16/10,4241.36857,0.005,8.08134862,0.09371762,0.01404105,41.89,13.07,8.50373286,8.17506624,4.89493376
Flooded,ASW,BF,4,25cm,11/16/10,2467.21889,26.6975206,44.1309763,0.04259881,0.0081735,31.07,32.56,5.16621778,44.1735751,-11.613575
Flooded,ASW,BF,5,25cm,11/16/10,983.309805,31.8433851,16.9765131,22.6715317,0.01563621,65.2,42.625,0.005,39.6480448,2.97695524
Flooded,ASW,BF,1,25cm,11/30/10,3061.6586,25.5733875,49.17472,0.0005,0.01013625,68.72,44.6,3.44113875,49.17522,-4.57522
Flooded,ASW,BF,2,25cm,11/30/10,2893.05705,246.636916,4.8636594,0.0005,0.00703058,14.18,4.451,2.07871154,4.8641594,-0.4131594
Flooded,ASW,BF,3,25cm,11/30/10,4692.84338,6.49681015,9.477896,0.0005,0.01195818,37.65,11.14,5.40796662,9.478396,1.661604
Flooded,ASW,BF,4,25cm,11/30/10,2462.86121,10.4017996,40.39788,0.0005,0.00658259,36.55596,34.27,3.54008608,40.39838,-6.12838
Flooded,ASW,BF,5,25cm,11/30/10,1015.36732,20.234434,32.427,20.7592111,0.0025,23.96562,39.34,0.005,53.1862111,-13.846211
Flooded,ASW,BF,1,5cm,8/24/10,4.98112206,15.1137362,0.731,0.05216466,0.0025,62.8,2.54519,0.11679852,0.78316466,1.76202534
Flooded,ASW,BF,2,5cm,8/24/10,5.61018779,33.7973157,0.69,0.04663103,0.0025,69.49,2.72537,0.09774008,0.73663103,1.98873897
Flooded,ASW,BF,3,5cm,8/24/10,6.91266299,35.9859689,0.559,0.11544737,0.0025,90.52,3.107213,0.09187494,0.67444737,2.43276563
Flooded,ASW,BF,4,5cm,8/24/10,6.79971473,22.438625,0.459,0.03614288,0.00727344,98.64,3.227795,0.11275293,0.49514288,2.73265212
Flooded,ASW,BF,5,5cm,8/24/10,14.5554624,38.9779102,7.596,61.2188459,0.08969184,108.34,90.73132,0.005,68.8148459,21.9164741
Flooded,ASW,BF,1,5cm,8/31/10,775.197513,103.142664,4.34484153,4.70511566,0.0025,29.46,5.755859,2.49288331,9.04995719,-3.2940982
Flooded,ASW,BF,2,5cm,8/31/10,11.2408706,25.4168501,1.23576028,0.03016195,0.0025,85.37,3.593699,0.10406008,1.26592223,2.32777677
Flooded,ASW,BF,3,5cm,8/31/10,7.9243253,24.7322587,1.19517257,0.01129231,0.00534605,109.3,3.995639,0.09142243,1.20646487,2.78917413
Flooded,ASW,BF,4,5cm,8/31/10,102.604867,8.90299229,1.46918553,0.05003502,0.0025,61.02,3.295016,0.44614083,1.51922055,1.77579545
Flooded,ASW,BF,5,5cm,8/31/10,171.207721,36.9113989,0.12121781,69.1889188,0.0025,41.89,80.4176,0.32537907,69.3101367,11.1074633
Flooded,ASW,BF,1,5cm,9/7/10,1399.94255,102.184995,7.70034439,0.41099589,0.00696347,31.61,10.13,5.59385671,8.11134029,2.01865971
Flooded,ASW,BF,2,5cm,9/7/10,253.604324,33.5933633,3.76522119,0.41302116,0.0025,41.25,5.781,2.88861591,4.17824234,1.60275766
Flooded,ASW,BF,3,5cm,9/7/10,123.142293,38.5341749,3.43209446,0.39343931,0.0025,61.25,5.502,2.66223364,3.82553376,1.67646624
Flooded,ASW,BF,4,5cm,9/7/10,574.920897,98.7056662,4.15305047,0.39309249,0.0025,54.63,7.509,3.57611465,4.54614295,2.96285705
Flooded,ASW,BF,5,5cm,9/7/10,695.428043,86.1258775,1.0881785,60.7953523,0.00547971,57.9,111.2,2.36706874,61.8835308,49.3164692
Flooded,ASW,BF,1,5cm,9/14/10,2235.01166,307.799121,9.57316403,0.42861938,0.00822292,28.17,10.54466,8.77997248,10.0017834,0.5428766
Flooded,ASW,BF,2,5cm,9/14/10,1255.83345,56.2546878,11.2214216,0.21941604,0.0025,29.24,12.78142,4.9104097,11.4408376,1.34058238
Flooded,ASW,BF,3,5cm,9/14/10,976.693304,65.1919638,8.9060877,0.16226592,0.0062333,38.32,10.35358,3.36385913,9.06835361,1.28522639
Flooded,ASW,BF,4,5cm,9/14/10,1340.69419,129.888706,7.15102158,0.22430066,0.00672986,27.88,8.26294,5.08243283,7.37532224,0.88761776
Flooded,ASW,BF,5,5cm,9/14/10,837.379468,339.899393,3.4891,25.4652776,0.00599123,43.45,26.58,1.70254317,28.9543776,-2.3743776
Flooded,ASW,BF,1,5cm,9/21/10,2993.43594,302.246002,4.29463153,0.9784386,0.01067534,13.7627,4.58184,9.66488485,5.27307013,-0.6912301
Flooded,ASW,BF,2,5cm,9/21/10,2328.51967,108.255931,12.09232,1.22295943,0.00619717,24.85,16.72,13.3832886,13.3152794,3.40472057
Flooded,ASW,BF,3,5cm,9/21/10,1732.65907,74.4219148,12.18468,0.72827296,0.00611265,36.16,14,10.035052,12.912953,1.08704704
Flooded,ASW,BF,4,5cm,9/21/10,1867.86779,221.2022,8.30412,0.70883671,0.00553403,26.48,9.491,10.0814106,9.01295671,0.47804329
Flooded,ASW,BF,5,5cm,9/21/10,1124.4418,176.258621,0.40520972,45.5098269,0.0025,44.97,40.78,3.89425033,45.9150366,-5.1350366
Flooded,ASW,BF,1,5cm,10/5/10,3114.75847,385.165363,10.89174,6.70056276,0.00611498,26.11,12.11,3.18689483,17.5923028,-5.4823028
Flooded,ASW,BF,2,5cm,10/5/10,2925.13653,33.369852,17.8361277,0.0005,0.00984818,35.86,20.28,3.17326422,17.8366277,2.44337226
Flooded,ASW,BF,3,5cm,10/5/10,2076.81152,62.2137667,,0.0005,,36.63,20.01,2.28419614,,
Flooded,ASW,BF,4,5cm,10/5/10,2170.74262,292.767683,10.0223329,0.0005,0.00861061,27,11.14,2.0911391,10.0228329,1.1171671
Flooded,ASW,BF,5,5cm,10/5/10,933.448896,161.131141,0.04881355,62.0859022,0.0108503,52.04,63.9,0.005,62.1347157,1.76528425
Flooded,ASW,BF,1,5cm,10/19/10,3507.84629,239.429464,12.466662,0.30330377,0.0104234,31.33,13.17,10.1248082,12.7699658,0.40003425
Flooded,ASW,BF,3,5cm,10/19/10,2010.67563,3.19185163,29.0037075,0.09949472,0.0065181,35.6,27.6,5.38797034,29.1032022,-1.5032022
Flooded,ASW,BF,4,5cm,10/19/10,2370.0547,46.3291202,12.7756266,0.09871557,0.00715901,26.85,14.2,6.06398606,12.8743421,1.32565787
Flooded,ASW,BF,4,5cm,10/19/10,1300.2882,140.521751,0.55725191,64.1557147,0.0187746,25.61,14.02,74.7498973,64.7129666,-50.692967
Flooded,ASW,BF,5,5cm,10/19/10,12364.7119,998.089974,29.3200939,36.5833187,0.0025,47.26,77.06,1.04812556,65.9034126,11.1565874
Flooded,ASW,BF,5,5cm,10/19/10,3217.8512,80.0070916,16.214434,0.0005,0.00684996,46.66,77.86,0.62894044,16.214934,61.645066
Flooded,ASW,BF,1,5cm,11/2/10,2587.90814,20.6229724,26.6387312,0.0005,0.00845658,33.41,25.54,1.71853945,26.6392312,-1.0992312
Flooded,ASW,BF,2,5cm,11/2/10,2562.81809,143.26405,13.9738656,0.0005,0.00578269,28,13.07,0.005,13.9743656,-0.9043656
Flooded,ASW,BF,3,5cm,11/2/10,784.27685,117.748995,0.0025,46.4915283,0.01085298,36.29,21.05,0.005,46.4940283,-25.444028
Flooded,ASW,BF,4,5cm,11/2/10,5480.54191,342.982087,16.0434478,0.61003514,0.01760586,23.5,11.43,11.2650015,16.653483,-5.223483
Flooded,ASW,BF,1,5cm,11/16/10,3513.64232,179.901647,9.38770435,0.103472,0.00952609,27.61,17.41,5.20354305,9.49117635,7.91882365
Flooded,ASW,BF,2,5cm,11/16/10,2983.07658,11.5218942,23.1730041,0.0969427,0.00927473,28.39,12.21,6.39843459,23.2699468,-11.059947
Flooded,ASW,BF,3,5cm,11/16/10,3129.3341,42.5892711,16.274513,0.05540357,0.00653435,39.12,19.78,5.96436792,16.3299166,3.45008339
Flooded,ASW,BF,4,5cm,11/16/10,1840.88843,322.66259,0.0025,128.087602,0.0025,49.975,19.78,0.005,128.090102,-108.3101
Flooded,ASW,BF,1,5cm,11/30/10,5090.31743,406.987678,14.8739,0.01506959,0.01399372,32.57,12.85,7.78412115,14.8889696,-2.0389696
Flooded,ASW,BF,2,5cm,11/30/10,3746.50628,182.268213,16.823084,0.0005,0.00707573,28.85,14.1,1.64063112,16.823584,-2.723584
Flooded,ASW,BF,3,5cm,11/30/10,2969.95337,29.6188181,19.7906,0.0005,0.007008,38.14,17.32,3.48502454,19.7911,-2.4711
Flooded,ASW,BF,4,5cm,11/30/10,3601.51364,180.910734,20.179121,0.0005,0.00480873,27.67,15.84,2.32535314,20.179621,-4.339621
Flooded,ASW,BF,5,5cm,11/30/10,1800.17623,261.932677,2.50545188,135.051755,0.0025,43.63464,157.82,0.005,137.557207,20.2627927
Drought,ASW-SO4,CD,1,15cm,8/24/10,1.73134767,4.98347407,0.186,0.0340148,0.0025,66.73,2.025,0.08826348,0.2200148,1.8049852
Drought,ASW-SO4,CD,2,15cm,8/24/10,3.82635283,12.8696907,0.396,0.05223167,0.00513816,48.52,1.557,0.09038596,0.44823167,1.10876833
Drought,ASW-SO4,CD,3,15cm,8/24/10,6.9977325,27.4657179,0.759,0.04714152,0.0025,90.88,3.444011,0.12192017,0.80614152,2.63786948
Drought,ASW-SO4,CD,4,15cm,8/24/10,10.0093726,25.8229874,1.07,0.02525834,0.0025,71.52,2.721905,0.09441557,1.09525834,1.62664666
Drought,ASW-SO4,CD,5,15cm,8/24/10,3.14584067,9.87089545,0.307,0.11236013,0.0025,84.2,1.924262,0.10561881,0.41936013,1.50490187
Drought,ASW-SO4,CD,1,15cm,8/31/10,5.21924392,5.82562516,0.76396656,0.05173757,0.00798439,70.12,2.710817,0.06645081,0.81570413,1.89511287
Drought,ASW-SO4,CD,2,15cm,8/31/10,7.2936558,12.5945398,0.68199104,0.02052257,0.0025,58.65,2.148794,0.0987829,0.70251362,1.44628038
Drought,ASW-SO4,CD,3,15cm,8/31/10,159.262345,19.3461002,1.74646651,0.1051565,0.0025,68.93,3.734378,8.34956035,1.85162301,1.88275499
Drought,ASW-SO4,CD,4,15cm,8/31/10,278.99501,9.25115828,3.7073462,0.22034248,0.0025,40.28,5.286698,1.16250451,3.92768868,1.35900932
Drought,ASW-SO4,CD,1,15cm,9/7/10,0.005,12.0360299,0.14110549,1.24795318,0.0025,51.8,4.014,2.21317919,1.38905867,2.62494133
Drought,ASW-SO4,CD,2,15cm,9/7/10,223.09959,10.1060585,2.02857718,0.40143835,0.0025,27.05,3.334,2.2158818,2.43001552,0.90398448
Drought,ASW-SO4,CD,3,15cm,9/7/10,234.970697,14.1857262,3.23559937,0.42243773,0.0025,36.17,5.449,2.55927255,3.6580371,1.7909629
Drought,ASW-SO4,CD,4,15cm,9/7/10,1125.90869,4.36383118,8.57055327,0.39361316,0.0025,53.74,13.82,4.13541536,8.96416643,4.85583357
Drought,ASW-SO4,CD,5,15cm,9/7/10,10.5863365,37.250772,,64.2828213,,17.83,45.06,2.05088266,,
Drought,ASW-SO4,CD,1,15cm,9/14/10,3.15355181,9.77916313,0.03956505,8.13606206,0.0025,40.16,4.52,0.005,8.17562712,-3.6556271
Drought,ASW-SO4,CD,2,15cm,9/14/10,,,,,,36.87,8.46,,,
Drought,ASW-SO4,CD,3,15cm,9/14/10,31.3986771,1.81761364,6.84749676,0.01708451,0.0025,17.67,7.746,0.05770024,6.86458128,0.88141872
Drought,ASW-SO4,CD,4,15cm,9/14/10,34.9852348,0.15191686,14.2692637,0.00500137,0.00608862,43.94,16.76,0.1017135,14.274265,2.48573496
Drought,ASW-SO4,CD,5,15cm,9/14/10,1.17799021,0.92148133,,1.87356287,,32.68,115,0.05298554,,
Drought,ASW-SO4,CD,1,15cm,9/21/10,4.55605734,9.59782475,,11.2678526,,,,0.005,,
Drought,ASW-SO4,CD,2,15cm,9/21/10,1864.23062,11.9477945,,3.15567825,,19.67,15.15,6.01915705,,
Drought,ASW-SO4,CD,3,15cm,9/21/10,1970.97657,37.2262425,14.44842,1.84473667,0.0025,14.98,15.69,6.02016167,16.2931567,-0.6031567
Drought,ASW-SO4,CD,4,15cm,9/21/10,3234.94262,49.6491708,21.85188,1.03797408,0.00793371,41.52,23.44,0.005,22.8898541,0.55014592
Drought,ASW-SO4,CD,2,15cm,10/5/10,2961.01911,29.1523572,14.500871,0.80977175,0.00366741,20.21,17.7,0.005,15.3106427,2.38935729
Drought,ASW-SO4,CD,3,15cm,10/5/10,3019.28105,16.9572942,19.6464774,0.0005,0.00313023,15.1,21.34,0.005,19.6469774,1.69302258
Drought,ASW-SO4,CD,4,15cm,10/5/10,2752.27594,13.5888089,,0.30741631,,39.2,34.6,0.005,,
Drought,ASW-SO4,CD,5,15cm,10/5/10,748.963361,107.557705,,111.163396,,43.05,109.1,0.005,,
Drought,ASW-SO4,CD,2,15cm,10/19/10,3269.30308,0.005,22.2048492,0.40990831,0.0050038,24.52,21.72,2.24730771,22.6147575,-0.8947575
